PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40057801,Link between iron-mediated lipid peroxidation and polycystic ovary syndrome (PCOS): exploring the genes underlying iron regulatory mechanism.,2025 Mar 8,Hayat N; Akram Z; Khalid N; Ullah NR; Mazhar T,,
40057773,Association of endometrial thickness with lesions in postmenopausal asymptomatic women: risk factors and diagnostic thresholds.,2025 Mar 8,Liu W; Bai W,,
40057743,Prediction of tumor spread through air spaces with an automatic segmentation deep learning model in peripheral stage I lung adenocarcinoma.,2025 Mar 8,Liu C; Wang YF; Gong P; Xue XQ; Zhao HY; Qian H; Jia C; Li XF,,
40057663,Updated nutrient profiling system underlying nutri-score (Uns-Nps) and colorectal cancer risk.,2025 Mar 8,Franchi C; Ardoino I; Orsini F; Negri E; Dal Maso L; Rossi S; Crispo A; Augustin L; Giacosa A; Mignozzi S; Bravi F; Turati F; La Vecchia C,,
40057639,Reduced reproductive potential in young healthy women with hereditary breast and/or ovarian cancer syndrome.,2025 Mar 8,Sighinolfi G; Grandi G; Barbieri E; Venturelli M; Piombino C; Melotti C; Lippi Bruni R; Costantini Cuoghi R; D'Amico R; Lambertini M; Peccatori FA; Tenedini E; Dominici M; Cortesi L; La Marca A; Toss A,,
40057574,Chimeric Ad5/35 oncolytic adenovirus overcome preexisting neutralizing antibodies and enhance tumor targeting efficiency.,2025 Mar 8,Dai Z; Si Y; Xiong S; Li Y; Ye J; Gao Q; Ma D; Jin X; Li F,,
40057525,A computational framework for extracting biological insights from SRA cancer data.,2025 Mar 8,Guimarães PAS; Carvalho MGR; Ruiz JC,,
40057497,Microbial metabolites control self-renewal and precancerous progression of human cervical stem cells.,2025 Mar 8,Myeong J; Lee M; Lee B; Kim JH; Nam Y; Choi Y; Kim J; Jeon SY; Shim H; Jung DR; Shin Y; Jeong M; Oh B; Jung J; Kim CS; Han HS; Shin JH; Lee YH; Park NJ; Chong GO; Jeong Y,,
40057460,The Impact of the COVID-19 Pandemic on the Diagnosis and Treatment of Breast Cancer at a Community Hospital.,2025 Feb 14,Mack M; McGee M; Bennie B; Arenz A; Dietrich L,,
40057343,"Ivonescimab versus pembrolizumab for PD-L1-positive non-small cell lung cancer (HARMONi-2): a randomised, double-blind, phase 3 study in China.",2025 Mar 8,Xiong A; Wang L; Chen J; Wu L; Liu B; Yao J; Zhong H; Li J; Cheng Y; Sun Y; Ge H; Yao J; Shi Q; Zhou M; Chen B; Han Z; Wang J; Bu Q; Zhao Y; Chen J; Nie L; Li G; Li X; Yu X; Ji Y; Sun D; Ai X; Chu Q; Lin Y; Hao J; Huang D; Zhou C; Shan J; Yang H; Liu X; Wang J; Shang Y; Mei X; Yang J; Lu D; Hu M; Wang ZM; Li B; Xia M; Zhou C,,
40057038,Molecular characterization of TFE3-rearranged renal cell carcinoma in children and adolescents.,2025 Mar 6,Liu H; Liu H; Chen J; Yin X; Zhu S; Hu X; Tang Y; He S; Zhao J; Zhang X; Liang J; Zhao J; Guo J; Yang N; Nie L; Liu Z; Chen N; Shen P; Zeng X; Chen Y; Zeng H; Sun G,,
40056979,Histological results of para-aortic lymph node dissection in patients with negative PET-CT for locally advanced cervical cancer in Reunion Island.,2025 Mar 6,Futcher F; Tran PL; Ah-Kit X; Habib N; Von Theobald P; Birsan A; Boukerrou M; Balaya V,,
40056928,"Epidemiology, clinical features, and outcomes of peripheral T-cell lymphoma in Latin America: an international, retrospective, cohort study.",2025 Mar 5,Malpica L; Idrobo H; Pavlovsky A; Miranda ECM; Castro D; Beltran B; Enriquez DJ; Vasquez JF; Roche C; Valvert F; Villela L; Fischer T; Pereira J; Baptista RLR; Duffles G; Brasil SAB; Oliver C; Tavarez JV; Warley F; Fiad L; Korin L; Pereyra PH; Roa M; Torres MA; Mahuad CV; Quiroz AR; Gazitua R; Federico M; Valcarcel B; Chiattone C,,
40056854,Global Research on the Treatment of Cancer Patients During the COVID-19 Pandemic: Visualisation and Bibliometric Analysis.,2025 Jan 30,Chen T; Wang Y; Xie R; Dong L; Chen J; Yang L,,
40056721,"Fertility preservation in young breast cancer patients: A nationwide survey on knowledge, attitudes, and practices among breast surgical healthcare providers in China.",2025 Feb 18,Yuan X; Li J; Zhang N; Peng J; Yang X; Li W,,
40056535,Emotional or informational? Understanding cancer patients' multifaceted help-seeking behaviors in online health communities.,2025 Mar 1,Feng X; Hu Y; Pfaff H; Liu S; Wang H; Wang Y,,
40056360,Application of Structured Education Management in Standardized Treatment of Cancer Pain.,2025 Mar 8,Zhou HH; Xiao GQ; Zhu Q; Zheng NN,,
40056276,"Nomogram predicting the outcome of salvage radiation therapy for prostate-specific antigen failure following radical prostatectomy: an exploratory analysis of a randomized, multicenter, open-label, phase 3 trial (JCOG0401).",2025 Mar 8,Tohi Y; Yokomizo A; Kimura T; Wakabayashi M; Shiota M; Mori K; Kato T; Tsuzuki T; Kato M; Sasaki K; Kawahara T; Eto M; Nishiyama H; Kitamura H; Sugimoto M; Urologic Oncology Study Group of Japan Clinical Oncology Group,,
40056273,Targeted nanoparticle delivery system for tumor-associated macrophage reprogramming to enhance TNBC therapy.,2025 Mar 8,Dong X; Wang X; Zheng X; Jiang H; Liu L; Ma N; Wang S,,
40056226,Condensed low-dose total skin electron beam therapy for mycosis fungoides: an institutional retrospective review and subgroup analysis of patients with large cell transformation.,2025 Mar 8,Cappelli L; Cappelli M; Haldar N; Paul T; Mandel J; Zhan T; Nikbakht N; Shi W,,
40056208,A method of matching nodes between MRI and pathology with MRI-based 3D node map in rectal cancer.,2025 Mar 8,Li QY; Yan XY; Guan Z; Sun RJ; Lu QY; Li XT; Zhang XY; Sun YS,,
40056149,"Challenges, opportunities and therapeutic potential of JAK inhibitors and their derived PROTACs (2022 - 2023).",2025 Mar 8,Shah RR,,
40055940,Establishment and biological characterization of radioresistant colorectal cancer cell lines.,2025 Mar 8,Qu TY; Dai Q; Leng J; Fang L; Ma JJ; Chen R; Chen C; Ran PF; Zhou WW; Liu C; Yu HF,,
40055773,Blockade of αvβ6 and αvβ8 integrins with a chromogranin A-derived peptide inhibits TGFβ activation in tumors and suppresses tumor growth.,2025 Mar 8,Gasparri AM; Pocaterra A; Colombo B; Taiè G; Gnasso C; Gori A; Pozzi F; Smith A; Magni F; Ugolini A; Doglio M; Bonini MC; Mondino A; Corti A; Curnis F,,
40055769,Advanced pathological subtype classification of thyroid cancer using efficientNetB0.,2025 Mar 7,Guo H; Zhang J; Li Y; Pan X; Sun C,,
40055759,"Comparative effectiveness of subcutaneous sarilumab 200 mg biweekly, subcutaneous Tocilizumab 162 mg biweekly, and intravenous Tocilizumab 8 mg/kg every 4 weeks in patients with rheumatoid arthritis: a prospective cohort study.",2025 Mar 7,Onishi A; Tanaka M; Fujii T; Murata K; Murakami K; Hashimoto M; Watanabe R; Nozaki Y; Ashida C; Yamamoto W; Yamada H; Sendo S; Ebina K; Makino H; Son Y; Wada Y; Hata K; Matsuda S; Morinobu A,,
40055748,A rare case of rib chondrosarcoma with purely mesenchymal cells metastases to thyroid.,2025 Mar 7,Wang J; Mei F; Li M; Song S; Li X,,
40055736,Disruption of the sorcin‒PAX5 protein‒protein interaction induces ferroptosis by promoting the FBXL12-mediated ubiquitination of ALDH1A1 in pancreatic cancer.,2025 Mar 7,Ding Y; Bai Y; Chen T; Chen S; Feng W; Ma S; Zhang Q,,
40055733,Effect of superficial cervical plexus nerve block with Ropivacaine or a combination of different adjuvants on perioperative analgesia and quality of postoperative recovery in patients undergoing radical thyroid cancer surgery under general anesthesia: a prospective randomized controlled trial.,2025 Mar 7,Kang X; Li C; Lu L; Qin X; Wang Y; Lu Y; Ma L; Zhu S; Gong Z,,
40055716,"Evaluation of the details and importance of lymphatic, microvascular, and perineural invasion in patients with non-functioning pancreatic neuroendocrine neoplasms based on tumor size and the 2022 World Health Organization classification: a 23-year retrospective analysis.",2025 Mar 8,Izumo W; Kawaida H; Saito R; Nakata Y; Amemiya H; Maruyama S; Takiguchi K; Shoda K; Shiraishi K; Furuya S; Kawaguchi Y; Mochizuki K; Kondo T; Ichikawa D,,
40055705,Effect of Nigella sativa-L supplementation on glycemia in adolescent polycystic ovarian syndrome: secondary analysis of a randomized controlled trial study.,2025 Mar 7,Mahmoudian A; Ashouri A; Mohammadzadeh F; Rahmani Bilandi R; Dashti S; Bahri N,,
40055673,(18)F-FDG PET/CT metabolic parameter changes to assess vascular inflammatory response in patients with diffuse large B-cell lymphoma.,2025 Mar 7,Xie W; Cao L; Yu J; Tian A; Wang J; Lin R,,
40055627,Attitude changes of cancer pain and opioids among cancer patients: a cross-sectional study spanning a decade.,2025 Mar 7,Wu J; Wei GX; Li LJ; Zhou YW; Wang JL; Bai YX; Li CJ; Qiu M,,
40055624,Assessing the performance of QLQ-C30 in predicting all-cause mortality in community cancer patients.,2025 Mar 7,Zhao J; Wang Y; Huang W; Xu RH; Yang X; Wang P,,
40055531,Models for T-large granular lymphocytic leukemia: how to mimic the cellular interplays in malignant autoimmunity.,2025 Mar 7,Klepzig H; Herling M; Pflug N; Braun T,,
40055530,Role of GPX3+ astrocytes in breast cancer brain metastasis activated by circulating tumor cell exosomes.,2025 Mar 7,Huang G; Xu G; Cao Q; Li S; Li H; Zhang X; Li X,,
40055484,"Stroma AReactive Invasion Front Areas (SARIFA), tumour immune microenvironment, and survival in colorectal cancer.",2025 Mar 7,Tapiainen VV; Sirniö P; Elomaa H; Karjalainen H; Äijälä VK; Kastinen M; Kehusmaa A; Pohjanen VM; Lindgren O; Sirkiä O; Ahtiainen M; Helminen O; Wirta EV; Rintala J; Saarnio J; Rautio T; Seppälä TT; Böhm J; Mecklin JP; Tuomisto A; Mäkinen MJ; Väyrynen JP,,
40055465,MIA40 suppresses cell death induced by apoptosis-inducing factor 1.,2025 Mar 7,Mussulini BHM; Maruszczak KK; Draczkowski P; Borrero-Landazabal MA; Ayyamperumal S; Wnorowski A; Wasilewski M; Chacinska A,,
40055437,Continuous nursing symptom management in cancer chemotherapy patients using deep learning.,2025 Mar 7,Zhang J; Lv XN; Wang M; Zhang J; Qi F,,
40055319,Continuous map of early hematopoietic stem cell differentiation across human lifetime.,2025 Mar 7,Komic H; Schmachtel T; Simoes C; Külp M; Yu W; Jolly A; Nilsson MS; Gonzalez C; Prosper F; Bonig H; Paiva B; Thorén FB; Rieger MA,,
40055259,Extra-central nervous system metastasis from high-grade glioma: a single-institution experience.,2025 Mar 6,Faraj CA; McCutcheon IE; Gubbiotti MA; Perni S; Gule-Monroe MK; Akdemir K; Clark VE; Bander ED; Loghin ME; Prabhu SS; Lang FF; Weinberg JS,,
40055230,Multicenter external validation of a novel aggregated technique for percutaneous CT guided lung biopsy for multiple samplings: the ExtraPEARL study.,2025 Mar 7,Calandri M; Brino J; Yevich S; Pujol JL; Zarqane H; Bonnet B; Menchini F; Vanoverschelde J; Deschamps F; Di Chio A; Cignini V; Gazzera C; Monnin-Bares V; Balbi M; Guerrera F; Di Maio M; Busso M; Veltri A; De Baère T; Fonio P; Tselikas L; Bommart S,,
40055208,"Clinical comprehensive evaluation of [(18)F]AlF-FAP-NUR PET: multi-time-point imaging, head-to-head comparison with [(18)F]FDG.",2025 Mar 8,Zhang Z; Liu S; Liang S; Bai X; He Y; Zhong J; Liang W; Hou P; Zhong H; Wu T; Ng YL; Zhang J; Ke M; Fu Y; Wang X,,
40055192,Effect of food loop and duodenal stump fixation on clinical outcomes in patients undergoing radical gastrectomy with Roux-en-Y reconstruction for distal gastric cancer: a single-center propensity score matching analysis.,2025 Mar 7,Liu P; Lang J; Wu J; Shen G; Qian Z; Wu C; Shen T; Qiu J; Gu Z,,
40055170,Prognostic Significance of CD4+ Tumour Infiltrating Lymphocytes in Patients with Non-Small Cell Lung Cancer Receiving PD-1/PD-L1 Inhibitors Therapy.,2025 Mar,Zheng QM; Li YY; Wang YP; Li GX; Sun ZG; Zhang M,,
40055167,Nomogram for Predicting Pathological Complete Response after Neoadjuvant Chemotherapy in Operable Primary Breast Cancer.,2025 Mar,Lv Y; Mu W; Yang Q; Xu H; Jin B; Li Y,,
40055166,"Serum Wnt10B/β-Catenin in Early Diagnosis, Lymph Node Metastasis, and Prognosis in Cervical Cancer.",2025 Mar,Wang J; Wu Y,,
40055157,Radiological Response Assessment of Intracranial Meningioma after Cyberknife Stereotactic Radiosurgery.,2025 Mar,Siddiqui H; Shaukat S; Kadri S; Saeed K; Mehmood T,,
40055122,Effect of substantial lymphovascular space invasion on location of first disease recurrence in surgical stage I endometrioid endometrial adenocarcinoma.,2025 Jan 19,Dagher C; Bjerre Trent P; Alwaqfi R; Davidson B; Ellenson LH; Zhou Q; Iasonos A; Mueller JJ; Alektiar K; Makker V; Feinberg J; Smith E; Kim SH; Hatoum S; Leitao MM Jr; Abu-Rustum NR; Eriksson AGZ,,
40054999,Society for Immunotherapy of Cancer (SITC) consensus statement on essential biomarkers for immunotherapy clinical protocols.,2025 Mar 7,Cottrell TR; Lotze MT; Ali A; Bifulco CB; Capitini CM; Chow LQM; Cillo AR; Collyar D; Cope L; Deutsch JS; Dubrovsky G; Gnjatic S; Goh D; Halabi S; Kohanbash G; Maecker HT; Maleki Vareki S; Mullin S; Seliger B; Taube J; Vos W; Yeong J; Anderson KG; Bruno TC; Chiuzan C; Diaz-Padilla I; Garrett-Mayer E; Glitza Oliva IC; Grandi P; Hill EG; Hobbs BP; Najjar YG; Pettit Nassi P; Simons VH; Subudhi SK; Sullivan RJ; Takimoto CH,,
40054601,Prevalence of Airflow Limitation and Emphysema in Lung Cancer Screening Populations: A Systematic Review and Meta-analysis.,2025 Mar 5,Choi H; Kwak IY; Oh CR; Goo JM; Yoon SH,,
40054473,Clinical efficacy of end-to-end anastomosis followed by mucosal folding and burying in minimally invasive esophageal cancer surgery.,2025 Mar 7,Chen X; Huang Y,,
40054078,Impact of Delay in Healthcare Access on Anal Cancer Diagnosis.,2025 Jan 29,Taggar AS; Dhaliwal J; Mann P; Chan K; Dinakaran DK; Martell KJ; Wong S,,
40054027,Core elements and principles of nutrition models of care for people with cancer: A scoping review.,2025 Feb 28,Loeliger J; Ugalde A; Porter J; Kiss N,,
40054009,The Effect of X-ray Dose Photon-Counting Detector Computed Tomography on Nodule Properties in a Lung Cancer Screening Cohort: A Prospective Study.,2025 Mar 10,Kerber B; Ensle F; Kroschke J; Strappa C; Stolzmann-Hinzpeter R; Blüthgen C; Marty M; Larici AR; Frauenfelder T; Jungblut L,,
40053882,Virtual Health Care Encounters for Lung Cancer Screening in a Safety-Net Population: Observations From the COVID-19 Pandemic.,2025 Mar,Gwin ME; Wahid U; Bhalla S; Kandathil A; Malone S; Natchimuthu V; Watkins C; Vice L; Chatriand H; Moten H; Tan C; Styrvoky KC; Johnson DH; Semlow AR; Lee JL; Browning T; Mullins MA; Santini NO; Oliver G; Zhang S; Gerber DE,,
40053779,Future Use of AI in Diagnostic Medicine: 2-Wave Cross-Sectional Survey Study.,2025 Feb 27,Cabral BP; Braga LAM; Conte Filho CG; Penteado B; Freire de Castro Silva SL; Castro L; Fornazin M; Mota F,,
40053770,"Social Media as a Platform for Cancer Care Decision-Making Among Women: Internet Survey-Based Study on Trust, Engagement, and Preferences.",2025 Mar 5,Johnson AR; Longfellow GA; Lee CN; Ormseth B; Skolnick GB; Politi MC; Rivera YM; Myckatyn T,,
40053727,The Effect of Predicted Compliance With a Web-Based Intervention for Anxiety and Depression Among Latin American University Students: Randomized Controlled Trial.,2025 Feb 28,Benjet C; Zainal NH; Albor Y; Alvis-Barranco L; Carrasco Tapia N; Contreras-Ibáñez CC; Cortés-Morelos J; Cudris-Torres L; de la Peña FR; González N; Gutierrez-Garcia RA; Vargas-Contreras E; Medina-Mora ME; Patiño P; Gildea SM; Kennedy CJ; Luedtke A; Sampson NA; Petukhova MV; Zubizarreta JR; Cuijpers P; Kazdin AE; Kessler RC,,
40053349,Smoking and Complications After Cancer Surgery: A Systematic Review and Meta-Analysis.,2025 Mar 3,Wong C; Mohamad Asfia SKB; Myles PS; Cunningham J; Greenhalgh EM; Dean E; Doncovio S; Briggs L; Graves N; McCaffrey N,,
40053271,The Cardiotoxicity Risk of Immune Checkpoint Inhibitors Compared with Chemotherapy: A Systematic Review and Meta-analysis of Observational Studies.,2025 Mar 7,Zheng Y; Liu Z; Chen D; Zhang J; Yuan M; Zhang Y; Liu S; Zhang G; Yang G,,
40053257,Strategies to improve participation in exercise programmes during chemotherapy: a modified nominal group technique.,2025 Mar 7,Kearney N; Connolly D; Bahramian K; Guinan E,,
40053175,A preliminary follow-up study on irreversible electroporation therapy in older patients with prostate cancer.,2025 Mar 7,Xia ZY; Yang J; Xiao F; Xu JZ; Zhong XY; Wang SG; Xia QD,,
40053171,Intratumoral and peritumoral ultrasound-based radiomics for preoperative prediction of HER2-low breast cancer: a multicenter retrospective study.,2025 Mar 7,Luo S; Chen X; Yao M; Ying Y; Huang Z; Zhou X; Liao Z; Zhang L; Hu N; Huang C,,
40053095,[Barriers to vaccination - parents' attitudes towards HPV vaccination].,2025 Mar 7,Kerst A; Gerlich M,,
40053076,Clofazimine enhances anti-PD-1 immunotherapy in glioblastoma by inhibiting Wnt6 signaling and modulating the tumor immune microenvironment.,2025 Mar 7,Zhao Y; Song Y; Li W; Wu J; Zhao Z; Qu T; Xiao H; Wang M; Zhu M; Zheng P; Wan H; Song Q; Zheng H; Wang S,,
40052837,Treatment of Multiple Myeloma in Patients Refractory to Daratumumab/Anti-CD38 Monoclonal Antibodies: A Systematic Review.,2025 Mar,Tan CJ; Kacerek D; Kampirapawong N; Godara A; Chaiyakunapruk N,,
40052822,Mono-ubiquitination of TopBP1 by PHRF1 enhances ATR activation and genomic stability.,2025 Feb 27,Zhao F; Cai C; Gao H; Moon J; Christyani G; Qin S; Hao Y; Liu T; Lou Z; Kim W,,
40052679,High Risk of Persistence and Risk of Dysplasia after Ultrashort Barrett's Diagnosis.,2025 Mar 7,Skef W; Haydel J; Rao A; Allencherril R; George R; Ketwaroo GA; Thrift AP; El-Serag HB; Wenker TN,,
40052651,Delineation of monocytic and early-stage myeloid-derived suppressor cells in the peripheral blood of patients with hepatocarcinoma.,2025 Mar 7,Chivite-Lacaba M; Justo I; Utrero-Rico A; Caso O; González-Cuadrado C; Del Rey MJ; Laguna-Goya R; Arroyo-Ródenas J; Alfocea-Molina Á; Ruigómez-Martín CC; Serrano M; Pascual-Palacios L; Mancebo ME; Paz-Artal E,,
